transaction_id,transaction_date,amount,customer_id,card_number,merchant,location,fraudulent
64844af7-e6d6-4021-9f61-6c0d9b64938a,2024-03-23 21:39:45,392.97,42eccb26-918a-4f3d-9efa-a07bfe9be2ae,3523876929467210,Campbell-Webster,"84450 Courtney Mountain
East Katelyn, AR 99296",0
9cd6259a-7993-4b6d-aa77-99ffc58e4e63,2024-02-05 14:12:18,489.96,24bc474a-57f5-40db-8fb2-700b80800e91,213124898374120,Todd-Long,"0968 Mcdonald Ville Apt. 966
North Jacobside, UT 42474",0
ad021056-66d7-4dbf-9822-edf988ed5f54,2024-04-10 11:43:05,752.3,68d24ec2-a3d0-4cd2-afaf-1a09627eb306,4925089889129099119,Morales Group,"37715 Howard Mills Apt. 572
South Lindsayshire, PA 06101",1
6e0e7bef-c6cb-4a28-8552-061e9e409647,2024-05-23 01:31:03,422.02,c0637dde-a536-42aa-8e11-51ef555e0178,4653888725969,Ray-Wong,"70164 Robert Meadow Suite 278
Harrishaven, ME 49234",0
98ccbc09-c64d-4404-89a9-c629482c0a11,2024-01-17 10:46:12,888.65,c43252ce-6fee-4355-b885-1ec73fcd14d1,5358550239302657,Hall LLC,"6893 Rodriguez Rue
West Tiffanyville, NE 91865",1
abf722f0-c8b8-4f28-9e2a-585645def9fe,2024-01-14 13:38:36,170.69,67c4d70b-4f4b-4c26-8d72-2fac59345348,379125487173336,Warner Inc,"297 John Drive
Aaronberg, IN 24017",0
266c5204-f47a-497f-91a6-f593eb7e05a6,2024-06-27 12:12:46,410.87,23c09b6b-1f42-47d1-b8f2-34692846a698,630479478228,"Ford, Garcia and Watts","927 Justin Tunnel Apt. 479
Andrewsborough, OH 67155",0
8afea566-bc40-441b-a55d-8f8985f944ce,2024-07-02 05:47:56,35.39,4748c437-6d5a-4b97-8093-94074f31c446,3596893023893037,"Berry, Bryant and Williams","09803 Jones Forks
Kristieburgh, MS 86496",0
63fd1c21-c48b-4c44-a8d9-dac0943b1f9f,2024-05-30 13:24:41,941.74,b5011bb8-788e-451b-b348-aec6fd2530ba,3556551123297602,"Carr, Freeman and Saunders","972 Joseph Prairie
South Jason, NC 40718",1
5cb4d708-4c0f-45d7-9633-2a59bb8b93bb,2024-04-12 01:47:52,51.22,56d677ad-a5d0-440e-90de-fd7d373ed358,3561211345275968,Smith LLC,"209 Hall Highway Suite 398
Jodiside, WA 02138",0
5db6cb3b-6fdc-47ae-9c88-87cc5e2920b8,2024-03-06 09:37:41,478.47,bb73d767-5a4e-4a4b-8d72-5d8cbfbb5f78,180006183079259,Butler Ltd,"79668 Aguilar Heights
Ashleyside, MA 15269",1
1439b462-8bde-4146-8775-3bea3a46a508,2024-06-25 06:23:49,553.76,ed27395f-6ecf-4af6-8ce7-60f404d93797,676178038599,Frazier-Mcknight,"54591 Kevin Brooks
Nicoleside, MI 80698",1
81a44f23-8a11-49ff-849b-a309dcb7b690,2024-03-15 07:41:59,924.64,1fb6386f-cdc9-4c3b-9d3a-70e4e9799bdc,3544437444747647,Morgan PLC,"460 Heather Centers Apt. 589
East Joseph, WV 66620",1
8ecc1a5b-8e2e-4eef-aff3-fb4052f8d668,2024-07-01 14:51:38,167.61,e97c378a-cad4-4070-a2e9-206fcd4620e8,3573585115596596,"Jones, Blake and Stout","5243 Nancy Road Suite 829
Allisonbury, VA 95885",0
423afd3c-7ddb-42c0-be63-883a9631326b,2024-07-01 07:05:40,701.79,c20a6113-5022-49bb-99b1-a2b3c957ec5f,3568449545399716,"Kidd, Young and Berry","3379 Jessica Estates Apt. 884
Leroyview, CT 29778",1
4b12336c-483d-4ee5-9f53-c1f1db02584d,2024-04-06 06:43:06,281.89,d13640b3-da41-4b75-937c-41ae11ed48df,4081783738723,Bernard PLC,"7122 Caleb Canyon
Lake Amytown, IN 38186",0
a944195b-eff3-4f1d-aa0b-1ce2e002cfd8,2024-05-01 08:18:52,280.58,c72d24fb-aa84-4348-90b2-157d93d4dd56,6533282188145160,Flores-Winters,"847 Gloria Island
West Laurenton, AL 22092",0
a8b7ac16-6a6d-4c79-b695-127f7da599e0,2024-06-05 15:45:40,700.61,7b0e297f-4106-47ba-8ab2-38401224dc18,4556932259501900,"Ramsey, Rodgers and Cox","98297 Perry Street
West Dawn, VT 32112",1
40b6c42c-5fef-4051-9b47-c5c7a5c79030,2024-07-06 14:29:46,285.11,a94100cf-4c94-4f46-a63b-c90b4974bc4a,4911715685767263740,Christian Group,"7881 Carlos Isle Apt. 018
Lake Randall, WV 86465",0
cb6db3b7-0bc4-4fe0-b41e-eb76ec7dce8b,2024-05-14 01:57:24,496.16,31c5f6bf-ed1f-4a63-9f25-ce4c2ffaa3d2,343989967480948,Taylor-Ray,"96112 Melissa Bypass Apt. 309
Wrightview, ID 47108",0
c28f71e4-af1c-4266-844d-c355b55955c8,2024-01-09 23:20:13,396.02,105cbe66-802c-44a3-bdd8-bf9bfccfbae4,373266272006657,"Lopez, Whitaker and Galvan","0069 Amy Plaza Suite 385
East Sandra, MD 73822",0
0d4724aa-2d96-4681-8714-794a813a1c24,2024-06-17 20:13:05,545.25,a28b0db7-7ae3-4e1e-acb4-d93bb5be44ca,30097019204700,Baker Group,"010 Michelle Trail
Lake Chad, MN 78266",1
e4e03547-f1fa-426e-b19e-0c44682410d9,2024-03-08 08:05:56,658.73,c0598b0f-31a4-4bfe-a31e-fda34f12434c,3589573554614080,Chung-Spence,"30726 Sarah Harbors
Port Michael, GU 51505",1
41385f4c-8453-44b9-9f70-f137b38c7c46,2024-05-11 06:42:59,726.77,e056dfd4-5c36-489e-a34b-b9a2708b47b4,3592166831601031,"Adkins, Scott and Burch","5456 Tara Knolls
Lake Jacob, MH 47831",1
e1fd36f7-8813-4f34-b9de-fb90613498c8,2024-04-28 10:14:53,417.15,1b9514ce-a534-48c4-9ff7-0bb375752806,6011396136098106,"Dixon, Frost and Holland","48436 Martin Springs Apt. 654
Lake Shannonhaven, NV 35091",0
a3ebab7c-b1d7-485d-b253-aab98c3baf04,2024-01-14 02:09:44,310.6,39360589-d25b-4daf-90de-ce80eb3a109e,3530701029610868,Cross PLC,"7845 Tamara Heights
Jessicafurt, NH 67564",0
8e96e5a7-799f-443a-a65c-cbd7972d0245,2024-06-22 21:50:34,338.05,89bfd966-064e-4416-885a-7e48d1337505,3545888318142100,Durham-Small,"54799 Rita Cliffs
Haynesfort, SC 89147",0
f1b68bf4-71eb-46fb-bcde-22844cc11de5,2024-04-03 11:56:23,204.91,e81edacf-6120-46e5-abd3-e19614956bee,30027452352773,"Burke, Eaton and Patterson","864 Scott Cliffs
New Helenstad, DE 41376",0
047cb832-ab25-45f4-b155-a785b3153cee,2024-04-11 08:41:36,257.14,a3ec5bfe-609e-4f1a-b0dd-094f2f87dfee,6548904744341982,"Anderson, Mccoy and Wilson","698 Jeffery Radial
North Matthewport, NV 31056",0
4095954e-141a-4f43-a17f-77575f54185b,2024-02-08 09:19:38,965.75,1d19f12a-a10a-49fe-a645-3e742e3345d4,348553088365597,Mcdaniel Group,"46613 Teresa Ports Apt. 314
Phillipberg, OR 21318",1
243c800e-9b43-49e7-9020-0cefd638da39,2024-06-05 11:36:38,266.46,4a7278b3-9705-4b93-bd14-c844e2031e85,2284387972942647,"Berry, Jones and Allen","99944 Olson Place Suite 886
Blackborough, MT 31764",0
c133a863-7e01-48f8-929d-fd710024dccf,2024-02-08 17:57:12,542.91,653070f1-d4cb-44a0-8c16-04f4e89872b2,4951002586099718880,Waters-Bartlett,"344 Miller Manor
Walkertown, NJ 69812",1
f2f00925-4f27-4357-81d3-7556c7f87424,2024-06-13 19:56:32,507.1,e1d1661c-aa31-4345-adb4-fed70013b0de,4494073196937714482,Mckinney-Swanson,"PSC 3301, Box 5023
APO AE 11770",1
c38ee991-06fa-4657-ab70-bb27af44a6d1,2024-05-29 22:34:45,457.9,56c81a95-8962-4677-9705-5a0d8434ee27,349909791811864,Allen-Sanchez,"1844 Vanessa Mountains Apt. 708
Lake Laura, ID 62550",0
fb72dd88-9106-4660-a3c9-f95153e8fb82,2024-07-08 21:12:17,61.76,2bb87ff8-f26c-4d9f-9f16-918ed132a71a,4220620064017602,Miller Inc,"1119 Anderson Villages Apt. 631
Jonathanview, GA 83793",0
b0c246ec-ac30-4eb3-bba7-1c31c6c98859,2024-04-10 23:15:55,387.34,a9ba3b42-18b2-4d86-8f5f-863617262108,2672685495608706,Dawson Inc,"4541 Lisa Streets
Hornstad, AS 63891",1
8a86150c-4595-490f-8bb3-2298586b21ee,2024-06-26 04:36:25,399.78,53123161-1955-4798-84a4-79cb08de7b42,676310411951,Wood Group,"87573 Gabriella Prairie Suite 190
Chelseaburgh, LA 05381",0
a521abd6-2f6c-4564-ba61-6e11de0d4a9d,2024-05-11 04:54:52,891.41,636fc31d-4373-4c8b-ae3a-a8879b7d2072,4041959992135087,Allen Ltd,"2752 Stephanie Crossing Apt. 567
New Sandra, HI 78469",1
fca6a608-d3e1-4c2f-86ad-59d18ac7e982,2024-06-10 07:35:41,150.31,bcec1e5e-78d2-4891-9368-29be58178981,3530355139308242,"Murphy, Wolfe and Woods","511 Patrick Estate
Sethmouth, LA 82894",0
3182e8e1-b576-4925-bc60-8ba38dc6cd58,2024-03-06 01:30:47,531.88,8c2d4c36-948b-4b09-b65a-c38d5f063c1c,4808656536018711,"White, Brown and Lynn","048 Eugene Springs Suite 921
Clayborough, OK 04820",1
4fbd77a3-af49-46de-a36d-a17d4fde4a89,2024-04-22 15:33:15,962.14,98720935-71b4-4bfd-aaae-7911fa206e99,4348855775302284346,Mason Inc,"804 Sherman Dam
Angelastad, VA 68867",1
18adb2a4-5922-41c5-86eb-1f0f938caaab,2024-04-03 17:58:39,163.96,2ddea6ae-4ed9-4ab9-bc6a-5a9968244fb1,3513211181084648,David-Baker,"1614 Craig Throughway
Garrettmouth, VA 48513",0
bbdbd6c7-f183-485a-9d16-3a1afdbc2e3d,2024-02-10 03:15:31,198.71,9a5f4b15-e8c5-439f-8094-03287dbb6bf3,6597850421546544,Lambert Group,"5280 Hall Unions Apt. 169
Prestonbury, MH 61560",0
b3379576-fa5b-4fac-8679-8811b800a549,2024-01-20 19:04:34,907.03,63c85902-f86b-472c-bc59-87c5a01a8e96,30175499745952,Harris-Klein,"6027 Weber Spur Apt. 670
Lake Angela, IL 22131",1
9850db02-6b3e-4c8e-8ef9-2c0a40dc91a3,2024-05-12 07:29:54,540.98,9116f274-3004-41f0-8951-b5f078966de0,348189335616514,Bishop and Sons,"962 Antonio Ridges
South Marthaview, FL 31989",1
7f605f31-797b-4fec-b870-618d0c953ae5,2024-01-06 09:38:08,809.42,3bbc849f-1698-4ecd-a891-c8842d6eccc6,180077905696209,Smith and Sons,"95716 Emily Passage
East David, MO 87156",1
333bfb8a-e679-4d80-9e61-c014a5acbdcf,2024-02-13 12:19:04,782.89,5aa48ec1-68b5-4970-87ec-b1224e4142f5,3564817597834299,Myers Group,"77782 Daniel Squares Suite 711
North Frances, MS 41998",1
1633122f-de43-41e0-b45b-5caab0ec1160,2024-02-03 09:44:07,441.92,5175692c-692c-491c-8205-bda11af966ec,3535045638416134,Davis-Nelson,"069 Natalie Station Apt. 902
Ramirezstad, TN 73503",0
8ef7fcb9-50d1-4efb-a05a-3beb3378a987,2024-03-27 21:26:01,792.48,a7f1cd20-0771-4e70-90ae-99a644abeeb0,6594401925856428,Jones Ltd,"764 Valentine Wall
North Lorraine, NM 26560",1
0805bce3-ed4d-4ff5-9a1e-1ea49c418671,2024-02-24 05:13:07,230.87,1a59ebe8-f7e3-4f28-ac6f-b27d0e8d3662,4458652436680,"Burgess, Mcintosh and Conner","18438 Baker Villages Apt. 411
Lake Heather, NM 67253",0
339f34ab-9091-4326-8d0a-10263a4043d9,2024-05-07 13:18:25,225.51,2b18e54b-a34e-49ca-b5bd-95bfe9bb565c,4504352177775,Wood Inc,"6627 Rodriguez Passage
Tracyport, UT 27239",0
6eeb8c00-65f1-4561-97c8-8c0bde17d055,2024-06-06 19:43:09,930.61,63851e4d-dba4-4a4f-817a-2152ebcd0c8a,180041220707224,Moreno PLC,"50668 Julie Plains Suite 473
Port Jaclyn, IL 93448",1
292c3298-6b15-42ef-8f04-f0fe9e8f5580,2024-07-06 17:54:45,912.2,131fbc87-8e6b-41a7-8e69-adf87627bcf8,6011424922038738,"Nelson, Phillips and Lowery","0654 Tanya Overpass
Port Jacob, HI 75597",1
1f639b79-f014-4fe3-9361-a1cddbdc8e20,2024-01-10 04:41:24,248.63,d93def9f-c7e3-4dea-98c8-0d9abefe2420,2714594925692688,Martinez-Mccoy,"9868 Soto Corners
New Meghanton, FL 67986",0
44fc170d-f596-4512-b5af-4fe7748f6849,2024-04-01 09:25:00,584.22,3104d0df-4dc0-42da-9c33-d63044f428a2,4529329240872645,Flores Ltd,"94772 Sampson Stravenue
Pittmanville, CA 12450",1
7e9ec273-6437-4949-b79d-866edc9c4bf8,2024-03-11 16:53:26,253.8,08f25529-d186-4d52-ad7d-d763d6e5733f,3526094711027559,"Mack, Greene and Hughes","904 Joel Court Suite 320
Salinasmouth, MO 15267",0
4adb64f9-9912-4a79-af94-658de63e2ea0,2024-03-21 02:29:44,941.76,5f46c1a6-7a1d-476d-8d8f-fb282038e1e4,567027898459,Roberts-Ramirez,"645 Cox Harbors
Ericshire, MO 56775",1
ed6ec610-6560-467e-afc4-2817ed5c6eb1,2024-03-13 04:06:25,448.75,39b59153-77b4-49a1-a097-27dbc4645e07,503845938318,Garcia-Parker,"628 Lawson Unions
Robertberg, LA 54116",0
6ae3997b-cc4b-47b0-b5f0-9005dd3bd6dd,2024-01-18 11:05:14,591.64,ff9e7ece-4f21-4b2f-87f9-baf314235ba5,213155194424532,Scott-Young,"5488 Terri Mountains
West William, AZ 50720",1
10775a9f-56f9-453b-a9d0-23035dae7638,2024-05-04 01:15:07,786.05,17a6239b-ee4c-4b28-b3c7-6d35ba890f25,340357557614362,Brewer Group,"38671 Kenneth Fort
Mariafort, UT 73339",1
3f2bd30f-be25-46a9-9f7e-deb0aad08e58,2024-01-04 09:24:31,336.53,1eeb636d-913b-4758-b65e-30250a85e316,4090182582330857,Wiggins Inc,"363 Sandoval Mews
Lake Tarastad, PA 91483",0
50d7e680-e4f7-443c-ba7d-10d1a155f5a4,2024-03-21 22:27:53,275.31,ede41c63-c5cd-47c9-8965-082fddf1964f,4096384739709142262,Thompson LLC,"7988 Wilson Squares
Brookemouth, HI 92352",0
c6d1634a-06cf-415c-8e31-95f17d48a777,2024-07-08 00:31:41,757.66,8f86359f-54b8-475a-8b07-a4175a2486a6,370193790209998,Berry Group,"44436 Annette Courts
Lake Russellchester, AS 20773",1
74158953-d73f-4de7-a903-ffe9f0b3c3ad,2024-04-01 06:45:18,996.47,2c42f59c-9b7b-4e78-9a23-a327518a074d,3531503658271544,"Green, Bradley and Russo","03714 Kim Keys Suite 503
South Patricia, LA 18251",1
1273dc95-aeb5-4de8-9b0f-89e7edeef72b,2024-03-18 04:38:33,552.41,0f804472-50f7-4859-9e7d-e9e4e87bf6c7,4885104818808054324,"Huerta, Ruiz and Garrison","97187 Baker Trace
West Michael, KS 73341",1
bdc7b636-84ba-443d-9210-563571b8a18d,2024-05-10 18:04:08,566.26,85279e21-2790-49f2-abbe-ec09d5a1e8a6,3501679465788916,"Shah, Weaver and Barber","8557 Gail Bypass Apt. 541
Andrewtown, MP 87949",1
bdfd9a6f-251b-408e-bf03-7cab06972f4c,2024-07-01 02:31:37,274.52,c855fbd6-77f0-43a5-a445-e953940b8f88,2271257702172986,"Wood, Floyd and Yang","409 Christian Glen Apt. 820
Smithport, MA 34395",0
f8a98a6f-b73c-4b0f-aca0-f9af72290703,2024-01-18 23:15:44,796.51,4e519a93-dc53-4114-bc45-764189578b61,3536688267066776,Evans-Gutierrez,"Unit 6313 Box 5821
DPO AP 46701",1
45be5dc5-aaf0-405d-9af3-605cadc3a687,2024-03-22 10:22:25,523.82,86d29734-7dec-42a4-a76f-5352c50f8a61,4008467426879,Michael Group,"7663 Padilla Alley Apt. 576
Potterfort, MP 95533",1
1b20f454-093c-4de1-aa67-06da5eecf470,2024-02-23 05:15:46,517.2,89bba485-966f-4640-a192-506cfcf7a2a7,4608637976294204,"Jones, Skinner and Rhodes","30969 Mcclain Road
Lake Jeremy, ID 06626",1
2ca680f5-e9e3-44f9-a65c-3ed3318ab0a6,2024-07-02 03:52:18,764.19,cb1bd8de-e8a0-43eb-9a1c-110e1b048acb,4486287524760,"Reynolds, Johnson and Brown","50410 Rodriguez Loaf Suite 265
Ianchester, NH 39680",1
e0e8ba19-68f3-4ca8-ace9-530cf45dc449,2024-04-29 12:37:13,737.27,357357d3-a9dc-41ce-a2ed-a90bb81031a1,3500248274804917,Johnson Inc,"592 Frances Circle Apt. 896
Lake Justin, NC 75071",1
ae8624af-5a33-498a-b87d-c503ab07fbd3,2024-06-06 18:08:37,937.76,b470b48a-4859-491d-b1a5-79123cb16f8f,371968684755324,Hutchinson-Huang,"601 Mason Pass Apt. 423
East Howard, AK 18054",1
b88200a9-fb70-4276-8f9a-417a85604c46,2024-05-24 00:58:38,666.66,68685b2d-f849-47f9-8b8a-62c63452eeba,4904709858647154,Moran-Ware,"420 Freeman Course
Krystalville, NJ 90715",1
f85b2469-9c33-450b-a97e-54133b36a5a5,2024-06-29 11:32:38,128.26,95e17423-56dc-4260-bbae-df3329320910,6011378290318462,Logan LLC,"11765 William Light Apt. 825
Frederickside, UT 28339",0
e5892632-ef20-4b1e-91c7-31d779cfe527,2024-02-06 17:37:33,244.59,9ad228c0-96fe-4698-b5a0-4954f317a5f4,6500909893360101,Smith-Parker,"339 Phillip Ferry
New Jeffery, VI 98491",0
91f363b6-e1d1-4720-a43f-4cd73d06b114,2024-06-16 16:19:12,114.5,89011516-45c7-4c28-8228-9ff3b24497da,4166698214280,Ballard Group,"Unit 4568 Box 2870
DPO AE 95506",0
103fcab8-17fe-4cfb-9fc2-866addd48687,2024-01-08 07:03:54,914.37,e5af3e04-9898-4b8e-b76d-f8359e5b8617,2586872892543208,Miller-Davis,"62883 Edwards Radial Apt. 457
Mooreside, NV 84938",1
e65c3bd2-ead3-41f1-94ce-062806ee58ea,2024-06-02 15:26:05,530.11,e9909fac-aaaf-4686-8c7e-4942b9d487d1,373077159766051,"Gonzales, Hunter and Smith","02051 Hensley View Suite 027
West Catherine, OH 94075",1
3046e2b3-9cff-43ef-9648-f38608c326d4,2024-04-17 17:10:13,911.64,607ff82b-165c-4245-be89-ec79bfa4e59f,371856259579353,"Mcknight, Duran and Sandoval","53912 Evans Valley Suite 207
South Roberthaven, CT 12992",1
6212267b-d179-435b-85fa-f3dea6bf4f40,2024-02-12 16:42:45,664.07,f263f284-df35-4268-9e66-38609151341c,213135335611551,"Mitchell, Wagner and Coleman","7149 Leonard Isle
West Theresahaven, PA 68920",1
bd2a7535-b55c-4a49-8e0a-368a86b37915,2024-05-28 07:07:39,222.56,b1d04764-ba8c-41f5-85e3-f35e6366fce2,36427157059489,Thompson-Martin,"291 Justin Throughway
Evanshaven, AZ 37170",0
c8ce73ff-6164-49b6-a30e-d52b74c92e6b,2024-03-28 02:35:42,851.6,ad687ee9-8b03-4576-93f9-83dece813885,3588154302043962,Brown Group,"49547 Olivia Parkways
Garciashire, PA 28469",1
e7c84009-7508-4bfc-b946-aa1e42f14c67,2024-07-03 12:58:16,768.34,78a28ab6-00ec-459b-a832-04b3e9a600c7,3524126431484108,"Thomas, Gardner and Hanna","50733 Fitzgerald Common
East Susanchester, FM 24000",1
a2f1ae1f-67b5-45d6-8fe7-2c746df897fd,2024-02-03 12:25:01,883.19,a443f924-6cd1-449b-82d4-0042c565d7ce,2372735124621829,"Moore, Greene and Snow","283 Ramirez Well
Griffithville, IN 32530",1
df7b9acd-011a-4955-a495-0b4aa583eb08,2024-01-09 09:58:52,341.27,a457e25a-b3a7-4306-a2ea-348b92263ba7,3538869876255590,"Miranda, Perez and Webb","0961 Connie Pine
Port Michaelhaven, AR 50062",0
0b51e719-2c63-4f1a-bed6-4fde18d6ec91,2024-02-21 19:55:52,865.93,96399d08-8353-4099-8355-0bf4a131f85f,3508292074307251,Webster-Brown,"838 Robinson Mount
Evelynton, AK 12406",1
ac159629-79c9-40cd-9092-06ea8aeaec34,2024-02-15 13:10:23,304.86,b636591c-61b9-4985-a114-8c6214444aa4,6516363724545245,"Medina, Barnes and Wyatt","763 Schneider Lake
South Karenborough, CO 18335",0
d2af6217-4857-46cf-8dc8-50dbe46636c8,2024-01-13 12:29:29,286.55,799af0c6-37fe-412a-9821-ea394791ef49,4337115131265235,Taylor-Anderson,"50861 Jonathan Key
Lake Michael, WV 22845",0
97ff9dd0-9081-4700-bd69-cdd29c27e655,2024-01-10 21:39:04,951.42,82f76e18-f1fb-4f39-a8a1-30c990d8214b,501868489078,"Morrison, Ortiz and Sanchez","002 Berg Valleys Apt. 232
Lake Charles, MA 18625",1
5b60a7dc-2e10-4e19-8d7b-0b28c026062d,2024-03-05 01:12:47,38.5,e51308a4-5e2b-444a-b331-4ba980a95c34,6011768421961380,"Smith, Cook and Humphrey","1642 Cline Views Apt. 046
North Davidburgh, LA 47493",0
48857e4d-d61a-48b8-a30d-cba71aa46b57,2024-04-29 12:10:57,662.0,ac69eecb-a465-4bfd-b08f-3638fd1154eb,2720957237185943,Scott Group,"152 Harris Turnpike
Lake Lindseymouth, CT 65764",1
1b46b8cd-adbb-4747-9848-ce2e40e1b657,2024-07-07 12:41:40,826.12,d032e3a0-cfb6-4f47-968a-81d85cb7e40d,560613279713,Washington LLC,"971 Valdez Manor
Paulmouth, ND 11896",1
4e53f735-bcef-43ec-a88d-18265e18ae5c,2024-04-16 04:31:01,429.02,6a47bf5a-fd07-44df-80fd-5dd00a95e0ae,630408760720,Lopez-Krueger,"4007 Alexander Mountains Suite 971
Lisatown, AS 58695",0
f8b48fe5-21bc-4c3d-9315-df757b55dde3,2024-07-04 16:23:35,286.7,de4594c3-2cdc-427c-a21c-4de074028e57,4597337625317398443,Rangel PLC,"681 Valerie Trail Suite 581
Kimberlystad, CO 61091",0
56438bf6-8026-4aab-b75c-ad4d4d1f44ce,2024-05-06 05:06:43,794.06,40618375-fb39-4a7e-a5a6-5a8c7468e3f6,180001777109588,"Campbell, Hicks and Dalton","059 Diane Station Apt. 211
Port Tylerburgh, IN 83719",1
4eff2824-013f-49ab-8a1b-473f0412c19f,2024-02-21 00:18:04,131.73,dc14b3ee-f2d3-49a0-aae4-08f667fb0deb,38802565637910,Gomez-Perez,"55102 Kennedy Viaduct
Portermouth, WY 75429",0
ea49722b-43a1-41b9-811f-268c6a6c3169,2024-01-04 02:01:56,690.68,3a714a5c-83b0-4d88-ab66-ff61b669ed70,4537857879923339,Garza-Dawson,"8052 Patterson Crossing Suite 475
East Stephanie, MP 55192",1
8d7dcb73-834b-4cf1-96b5-0d3008bfca45,2024-04-26 19:33:41,678.56,da25b521-c5e5-46a6-b128-8571eddbce6f,3510834525729272,Garcia PLC,"71185 Kelli Plain
Port Dennisside, SD 54298",1
e255e144-e469-4a42-aae6-782f68b9c7a1,2024-04-24 14:08:51,62.48,8c92cea8-f970-4532-b581-4262bde04e0a,2260763190978183,"Tucker, Mcgee and Thompson","957 Kenneth Lane
Lake Andrewburgh, TN 74147",0
