transaction_id,transaction_date,amount,customer_id,card_number,merchant,location,fraudulent
f474c344-0783-4470-b043-9d15ffb1af72,2024-01-07 10:05:26,644.53,e5f3e94a-6fd6-4c4e-90ca-c483b6c656b5,344065635518036,Fritz Group,"798 Brian Turnpike
Torresshire, AS 69755",0
3ea7e630-8305-40b4-ad25-72671fdb7fd6,2024-01-02 15:06:05,63.26,2d8ad123-73ce-4066-a682-2c0efc406e12,30484577773278,"Camacho, Roberson and Evans","574 Nguyen Way Apt. 559
South Michellefurt, AL 44017",0
e67a9c33-197e-44a8-84f7-da756995e9b4,2024-01-18 11:15:29,25.44,cc1dfc82-66c1-4d38-b1bb-9713195e7c64,4045529799794,"Gibson, Kirk and Jones","82846 Hancock Course Apt. 252
Calebmouth, TN 63779",0
81c742d0-7930-4847-933e-13f88fd28bf7,2024-05-22 00:14:45,197.51,bf8752b3-73b2-492f-a23b-8a6594760139,6011144318628039,Maldonado PLC,"624 Smith Expressway
Markside, MI 41547",0
8a9c1082-930f-44c2-b4c0-9370767107fa,2024-04-02 12:17:17,565.89,b0062f64-4612-47c9-976e-f3faf7ba272a,2416064646612432,"Richmond, Miller and Paul","5330 Walker Canyon
Mahoneyville, OH 05220",0
3baf6d94-8808-4d12-88ea-87713cf2a474,2024-05-13 18:26:09,561.78,fe51a819-26ab-40d9-8eff-9aeba0ea99e7,639022506229,Howard-Joseph,"9165 Ann Run Suite 198
Port Keithfort, OR 17007",0
10c3f4d2-a499-4937-aecc-21bde1f9eb29,2024-06-11 12:11:24,596.72,fe423445-9caa-4097-ac54-f82d68753a88,4657219496920632,"Lewis, Boone and Barber","40737 Mcmahon Ville Apt. 048
New Elizabeth, MO 72718",0
8fcffefe-8535-48ab-964b-00e0177e491b,2024-06-04 11:29:28,247.85,faf19dd2-4e42-4c3e-9f60-7a932f8b57a8,3556967193109529,Ruiz Group,"29935 Nicole Courts
Stephaniefurt, MT 88416",0
b8ca7457-632d-4ed2-9584-8e4ff2249a21,2024-06-30 05:27:37,497.96,7a63e89d-3a0a-4c48-92cf-189dd0a8b943,4741506963145067,Adams Inc,"Unit 3411 Box 3445
DPO AP 69147",1
a56d2cce-2006-440a-b9ed-7e148d91eb53,2024-02-28 02:59:27,75.55,75ed95f4-d5eb-401a-be60-7c3449c75102,2479187338577540,Wright Ltd,"78932 Campbell Tunnel Suite 974
North Ian, MP 96584",0
3cbd4816-6eb8-4118-a6e0-a274a5b7d7a7,2024-01-27 03:08:24,760.6,36e9c9f7-deef-47a2-9df2-162bd7d84cd2,30550887694410,"Smith, Cross and Parsons","846 Price Shoal
East Matthewstad, KS 39368",0
586e2b9b-042f-4dc6-9248-539fe7628473,2024-05-25 11:57:35,773.04,d7d15f03-93ec-46bc-bd44-1900013c2f1f,4284783440459840,White-Crawford,"90425 Bullock Lake Suite 834
Lake Melissa, NC 58353",0
ce852d3c-965c-48c7-96f7-716572127d05,2024-06-27 06:27:32,26.48,be5930fe-f8a0-447b-8f35-f1fe675fd6da,578124500799,Mason-Hernandez,"Unit 8521 Box 3536
DPO AE 10911",0
04269855-7a71-4782-a96f-a74d3ea491ea,2024-05-08 16:03:55,50.42,be776440-8a3a-48af-bd21-3fdd6f643d28,30080927886339,Garrett Group,"10329 Green Road
Calvinside, AL 96214",0
dc172d7b-7f09-4cd3-ba82-b9924456bb29,2024-05-01 08:35:54,491.59,4db2ecf0-919b-41bd-b2f3-2ad525c376cb,4709307674256776,"Carey, Hurley and Pierce","40351 Carlson Club Apt. 096
Brittanyland, IL 45693",0
ee8eac51-20b3-490d-888b-7619e17ad480,2024-03-18 06:11:11,805.14,63914cf3-64ff-4b0f-8ba5-ea9c05db33a8,4906873239266909680,Martinez-Campbell,"USCGC Bean
FPO AP 78446",0
46913c82-7f6b-4b05-98af-abc0008d618e,2024-01-21 06:53:36,660.54,dbafb3fe-8c49-4067-bb00-56eb297a4c59,346599603541669,Garner-Lewis,"1956 Sims Camp Suite 411
Lake Amandastad, AL 19021",0
472c9d0d-581b-41b7-8671-46a5f6f0ac21,2024-04-29 07:56:14,19.47,ec5313eb-9693-40da-b2e7-4047efa79dc4,4117450797072054,"Parker, Fowler and Moss","051 Andrew Hills Apt. 473
Jamesland, IA 44378",0
78933e5e-6907-4c5e-a361-e3f5fbe5e845,2024-02-27 08:08:35,891.83,67d2dab6-f238-4e67-87a3-5bda6c702918,4510138834738,"Duncan, Stafford and Miller","92141 Reyes Squares
Moralesfurt, WY 92924",0
53d8c5f8-eb63-4a05-899b-c9b93f281557,2024-01-31 14:11:37,360.0,7923018f-ef32-4e02-ab23-2fe2c9ec366e,6011158470353780,"Thompson, Smith and Reid","3180 Gerald Junctions Apt. 222
Johnhaven, NM 51327",0
8f727e1d-371d-45d4-9f06-05d933e0ba06,2024-03-09 03:41:31,869.51,2ab814cc-ee91-4f12-9d7f-81167b99bc77,2224117491308522,Jones LLC,"5018 Johnson Throughway Suite 185
South Josephview, MI 44747",0
71f5ab14-754b-4dc6-ac1d-442229354c10,2024-05-03 15:17:29,757.75,b3c2ef4b-4f46-415e-85aa-956075bb3562,30299790023545,Ray-Hines,"19821 Hill Haven
West Miguelborough, SC 46194",0
51bb6d42-dfa8-4723-8ae4-870abb7b5c9f,2024-02-25 20:15:29,820.03,fc006fe7-1e2f-44fa-a633-a9c4ad74b777,348266507651147,"Pena, Hernandez and Wilkinson","2361 Jones Islands
North Juantown, UT 68851",0
43a5c517-03a1-44fd-ae3e-adcf20df5d19,2024-01-04 19:46:00,531.94,b69ff72e-4488-46d8-9ceb-a3bc2fd5ee32,4651791283687323,"Boyd, Bishop and Peck","86123 Marcus River
South Makayla, WY 67322",0
f17be0a0-128d-4c6f-8d25-ba3270090993,2024-05-25 16:08:53,760.8,8bdb509a-b37d-4ccc-b775-6264837a6ca6,213170784699773,Vaughn-Calhoun,"9401 Montes Roads
Grayland, VT 16192",0
75a66b53-2bdd-4762-89e1-f0902f102a0b,2024-02-01 02:38:59,350.97,77d700e1-9b13-4a4e-8b2e-d5a3b2d243e0,4718422657288545,"Brown, Miller and Murray","837 Edwards Walks Apt. 144
Davismouth, CA 14739",0
489d42f0-c652-45dd-ad07-b845b0607288,2024-01-26 11:55:14,83.96,ca7460b2-ea5f-4182-a2b3-5c695b230654,4793030387489867,Blake-Morgan,"266 Steven Dale
Cookeshire, IN 48346",0
e5b04178-5878-48e9-a4a5-8e04690a6370,2024-01-07 11:26:03,316.72,5969f8c9-47c0-4b5d-b1b0-02ef65557f15,38590597971973,Ramirez PLC,"PSC 8845, Box 9154
APO AA 89355",0
cff0044c-c018-413d-b4c4-e66e50761d55,2024-02-07 11:17:26,360.23,3024be43-a140-4c3c-9335-b457d37d6f2d,2541222689588343,Thornton-Nunez,"USNV Beck
FPO AE 38998",0
ae4ba5e6-5323-4b92-837d-83d36fa2e39c,2024-04-25 09:35:43,524.44,965b0764-094d-41fb-8c6e-f484356460c0,4912192244059725,Fowler and Sons,"8090 Johnson Via
Lake Dawnchester, PA 68813",0
107c49c4-f015-405a-8057-44b6f0e5a60f,2024-04-19 15:07:09,526.68,f2ab9220-7a39-47d6-982f-6c32b2e0bcd8,180075550909471,Jordan-Carrillo,"218 Howell Ramp Apt. 373
Garciaside, VI 92642",0
c1e5d328-d7b5-463d-906b-438c856657f1,2024-05-03 05:17:08,144.56,0bb962a9-9845-4399-a93b-255c0d7a84f8,4499937026777956,"Mcintyre, Choi and Pierce","806 Alexandra Lodge
Josephbury, AL 90020",0
3447bdb3-e004-4951-930b-4b741a1213eb,2024-01-05 04:14:10,586.61,23664a07-ae7b-4c18-a6a8-d2490294881c,30399542047022,Anderson Group,"50540 Nicole Knolls
Ericksonfurt, SD 25840",0
0162a411-a71d-4d6c-8479-2f42ad36d5b0,2024-06-22 09:39:37,942.79,54b4b18f-e92a-4b4d-a2f4-06385428a7ab,639094248510,"Perez, Larson and Hernandez","73028 Salazar Corners
North William, CA 75793",0
633c7b34-a69d-4919-921c-7216a6c15352,2024-06-19 05:00:38,269.51,04f44c3e-336b-45ac-8705-7257060b8bc0,349899471293071,Woods and Sons,"4019 Bobby Plain Suite 201
Carlachester, SC 48683",0
e59c2ab8-b77a-43c5-abd0-40756e802c53,2024-03-31 01:05:52,243.92,343eba90-f165-4981-aed1-9fab2e9ebfec,2271316211235096,Jones-Martin,"182 White Plaza
Kennethhaven, TX 68280",0
119214cf-c5e9-47a4-9384-05bd687fe625,2024-02-20 10:16:52,97.55,afe2f5eb-b157-403a-8449-43872b1de954,4689251438100983,Davis-Garcia,"74985 Jones Manors Suite 997
East Samuel, NM 80330",0
400cc2d3-32b7-4b36-b028-317f913bf21a,2024-03-10 16:24:06,918.43,540ab445-ef26-4788-9123-c6ad200cf200,6011458764239772,"Martin, Henderson and Sanchez","845 Anderson Mall Suite 445
East Daniel, VT 73283",0
d00fc5ab-25b5-4ae0-afff-a420988c65d1,2024-06-30 08:58:36,243.57,abc926c7-627f-47aa-a31b-dad87866dbf8,348546879781097,"Sellers, Price and Martinez","28559 Christina Harbor Apt. 358
Mcmahonland, FM 83632",0
975af145-57e1-4075-8375-db2edbe6903e,2024-03-16 23:52:57,708.39,0423436d-43a5-4bc3-bd8b-7e6aa778d5bb,2299827149558209,"Jones, Hardin and Chen","10770 Shannon Glen Suite 498
Markport, NY 21947",0
22241c80-5fce-4710-9194-fe54b3a6005d,2024-02-01 18:05:47,98.42,0c3ff662-d1ec-426d-9de9-448225ced21c,376038943688214,Trevino Ltd,"40579 Kelly Shoals Apt. 030
Jessicafort, MD 40682",0
ce0ade35-2299-4bc0-8806-305fdd422a79,2024-06-14 17:30:01,434.24,a1c01167-270e-4953-9a99-e415df6c6df2,4640096732798844,Gould-Vargas,"USS House
FPO AP 39735",0
ce7883a5-0871-46fc-a579-7b8c0a17c075,2024-05-20 18:41:43,438.5,b6333812-479a-47c6-9f7e-5a2539a62c4a,374776898501187,Greene Inc,"1941 Morton Cove Suite 372
Carrport, DE 39243",0
cc91fd70-a446-4776-9851-68314337e245,2024-07-08 17:51:19,550.18,a0a88380-79c0-4316-80c2-57bc5edde163,4005886537831,"Kirk, Potter and Davila","8269 Thomas Wells Apt. 517
Ruthfurt, MP 46967",0
7427faa8-f831-4afb-9e34-97151a8aeede,2024-04-07 06:54:53,846.83,f9501ce2-91bd-4978-a221-8112cc8e39d1,4138950655997,Bruce-Diaz,"497 Michael Stream Suite 444
Kimberlyville, ME 68937",0
cce77c90-2ef8-4d5c-b148-179dd70cb315,2024-06-09 09:46:48,886.57,44e9b910-7f7f-4e17-8206-f0be110fbb71,340954394881459,Howard-Davis,"91239 Anderson Village Suite 978
Olsonshire, AR 17470",0
d0fc50e8-21a2-46ec-8a43-09aafe0d44b0,2024-04-20 19:06:25,50.06,dff52b2f-4a1e-4373-903a-be69259fb640,4816448653955028,Brown Ltd,"225 Nicholas Trace
Vasqueztown, AS 83600",0
3014e6cd-e177-49b1-8035-2131aa67e0b5,2024-02-26 17:42:41,79.87,f1f47ec0-53ab-4e29-abd5-f6b843dcc949,180065113840347,"Hodge, Weeks and Norris","7363 Griffith Ports Apt. 942
Lake Kathryn, GA 52235",0
7dbcb856-7af8-4d56-8852-66727cca67ca,2024-04-10 02:42:12,290.36,26801091-48d0-419f-9570-12c7a90e0de7,3551692721476761,Yu-Arroyo,"1001 Jessica Falls Suite 199
Wilsonport, KY 70783",0
99016ae2-d52e-4d66-919f-4c15addfd534,2024-04-09 04:24:00,968.32,b1a10daa-e892-4655-ade5-0dab860ca561,503883209242,"Martinez, Mccarthy and Sandoval","6900 Cynthia Parkway
Andrewfort, MS 80994",0
bd4ca6db-94dd-4163-a6bf-54a5b79da529,2024-01-12 23:23:28,76.27,cd28c69a-9b33-4e60-989b-db7877ceb413,4358828330348819110,"Warner, Bush and Myers","031 Bradley Isle
New Ronald, OK 47638",0
0290ec04-371e-406d-968d-50219d09673b,2024-06-17 11:55:13,417.61,100687c5-ff79-4c14-8c0b-ba47c5428b1b,5146160761019591,"Peterson, Mccormick and Wilson","76559 Heather Walks
Lake Jeffrey, NC 46497",0
81ee2f61-bf98-4c03-967a-2eaa45519071,2024-04-20 12:11:27,55.09,f6f432d8-21aa-4dc2-b488-d64f41a48e55,213172549988764,Trevino-Miller,"697 Anthony Ridges Suite 564
Browntown, VA 53085",0
12c1657a-4e95-486d-a47b-5eacc0eff6f0,2024-01-31 17:33:49,363.37,59d9192c-c389-407c-9ba5-99830a16676c,501816412230,"Monroe, Adams and Wagner","4389 Kelly Dam Apt. 004
Port Brian, IA 71150",0
ad3503f5-1ff1-45cc-b990-aaa7004f40fc,2024-04-05 22:04:16,947.2,2f3d0a29-e478-4ef2-bae6-f04991ca8677,3531623157278491,Walsh Group,"607 Sean Points Suite 036
North Jessica, NM 88646",0
cc840aec-52b3-4aeb-a9e9-b9f05b5d569a,2024-05-07 10:28:55,87.82,3fc21b4a-94a6-477c-840f-75e1492a2e66,3585043127872239,Townsend Group,"8956 Lyons Mills
North Samantha, NV 33819",0
29591adb-085e-4c4c-8628-81b9e0fb5e27,2024-01-22 04:20:25,670.72,305d9c86-38dc-4b9e-a7a7-54c9a71359a0,4849336843190500,Dixon and Sons,"779 Adam Plaza Apt. 978
Timothyport, RI 51311",0
59260fbf-f50c-4794-a945-c612b63fc081,2024-02-09 08:34:35,604.38,eab8f30b-9cee-49c1-a5fa-f0bcfe7a8f00,180019244546661,George Ltd,"4505 Herrera Cape
West Travisstad, ND 91594",0
445c223c-8651-4769-8294-482167b76464,2024-02-11 13:52:12,801.72,252be05b-3ed8-4e09-95fa-566a4b5ac539,180097107163923,"Jackson, Hicks and Gray","663 Michael Pass
Elliottport, MP 12951",0
cf2ef35a-69ca-4099-b494-8ceb937acea7,2024-06-24 16:39:02,301.03,fc259708-4f0d-426a-a836-dfa6bfd367c7,3546823065025785,Murphy and Sons,"5315 Mayer Falls
New Aliceview, WI 43751",0
1ac04f73-23e0-4921-98cb-bd498c47493e,2024-03-05 12:09:46,644.69,ee63d024-e37b-43dd-b179-fc28d486265e,30590381154750,Bradley and Sons,"2001 Jackson Point
South Lori, PA 77662",0
2d92c124-ebc2-4205-9f2a-3838a93fa091,2024-03-29 07:57:19,604.11,af4cb358-0507-4ada-8cbf-9453c6a37cd7,213153124518101,Wallace-Beck,"4564 Reed Manors
Lake Danielleberg, WI 66667",0
166dbcb3-6572-4fe2-9e0c-702a83f41a37,2024-05-08 05:06:57,721.35,e6700301-23c2-4881-b573-59d5e2670143,3544160057171836,Murray-Mitchell,"327 Allen Shoals Apt. 969
West Michael, UT 15202",0
ab8b6477-f41b-49ad-933c-f893c216a87d,2024-03-28 21:49:12,596.73,1643dbb6-aeb7-4b59-b761-b4305feac96c,371934458275352,"Williams, Manning and Johnson","855 Schmidt Lights
West Natalie, AS 76016",0
2d1a8c7c-d0a1-42ce-ad2e-5325f1c0aa0d,2024-04-11 07:20:03,636.81,aedfad4d-9fff-40ff-a84e-b94ac5ad5461,630421417449,"Lopez, Smith and Rice","740 Schneider Drive
Ruizshire, HI 59398",0
003fd746-42f4-444e-9fbf-19960643d614,2024-05-14 17:10:06,264.19,73711a01-e4fd-42fd-92bd-3efb17ab9360,4858710235524591,"Romero, Roberts and Odom","717 Waller Island Suite 343
Greeneview, NV 08540",0
85c83116-e186-42cf-82d4-cf917a3c9814,2024-01-05 08:57:41,695.79,20a4ebfd-0ad1-4334-aa89-f973dcfa6140,4213945981639991,Smith Ltd,"76164 Gonzales Corner
Collinsland, DE 16955",1
1a319217-78fd-467b-b1b6-3f4214badeb2,2024-03-22 03:54:28,520.94,a4d349fc-34b8-4789-b411-e66153c78c71,6011807226111906,Hogan-Bailey,"282 Pearson Vista Apt. 769
Barrettland, ND 52241",0
39ea2383-8688-4807-997b-e3062a3f961e,2024-04-12 17:28:01,936.02,04bc6a04-61d4-4dad-a86c-a73a29d317af,4022468419515486,Williams and Sons,"58879 Jenny Ferry Suite 517
Haleyfort, VA 28138",0
80b55013-284d-4e99-a101-95c5634421ac,2024-06-16 00:11:00,376.96,71874871-b41a-4a45-a330-a13f0373877b,2718634585419513,Wilson-Anderson,"61532 Beck Rapids Suite 297
New Jameschester, DC 71677",0
76110b8c-0428-4e56-abe9-0b4504d560e6,2024-04-23 16:02:03,405.56,509ef265-d3cb-4ad2-98f9-e637b138d7ac,30555448349537,Reyes-Mccarty,"389 Stevenson Flats
Ericksonton, PW 16361",0
09e49411-4f5c-4bfc-8cec-2e32222c3dce,2024-01-03 15:31:32,821.08,c6beb84c-4d90-4445-bdc0-69fc55e1b6cb,4285783032344434096,Howard-Lee,"110 Sanders Underpass Apt. 711
Nicholasburgh, WY 22482",0
450a5d31-a817-4a8b-ad39-102c71e51eb1,2024-04-28 04:29:03,71.62,1dc88c8e-4bfb-4760-b970-3439df54a1fe,4587329918210288550,Hicks Ltd,"57929 Daniel Mission Suite 570
New Davidshire, PW 76611",0
31b462a3-558a-42e5-b0d6-063c0fdf1e08,2024-01-27 22:25:40,179.0,2c8b0f3d-dd3a-474b-9882-0dc4d8ae8b72,4687328359265417,Mcdaniel Ltd,"57566 Acevedo Centers Suite 793
East Lisaview, OK 93980",0
ad2e9d9f-3cd3-4768-bc60-d19b5bb92aea,2024-06-12 18:57:44,582.72,b7518ae0-f688-4783-97f5-6ee85cbcc00c,3593737622512014,Oneill-Ray,"80898 Jason Corner Suite 260
West Clintonfort, WA 31671",0
b8723693-a8d6-42f5-8224-49da1d6258fb,2024-06-06 21:28:43,657.76,644121c5-1bb1-425d-980c-ef54f398ece4,676238122607,Lee-Stewart,"Unit 3811 Box 8496
DPO AP 97674",0
79f1f22e-1900-46cb-b901-c0d458aae445,2024-05-08 18:51:47,922.43,80ceb7de-ef30-4e37-a004-dc6c53666d4f,349716189486658,"Perez, Hancock and Turner","1440 Jennifer Lodge
Bryantton, GU 96902",0
44e5e97c-5e5b-4dca-ae06-f9191e245aaf,2024-03-07 08:49:58,833.74,1284dacc-ec16-482b-9395-769582e2e3dd,4658149904104900,Barnes Ltd,"91075 Eric Loop
West Jonathan, MI 29383",0
e09ff88b-2cca-4195-8b57-e51221124410,2024-01-16 23:09:51,84.05,250941ae-3c09-49cc-b298-fc9bcab5ae12,6011476840618629,"Rogers, Watson and Sanders","306 Smith Hills
East Sarah, DE 06287",0
d0dc1399-d3e7-4d8e-abc8-4d085d8da486,2024-04-22 21:35:29,92.1,de34c010-f914-4829-9b1b-3e30de696580,4423202368864305,"Miller, Whitaker and Elliott","02163 Lozano Ridges
North Teresa, PA 45003",0
854463a3-fb9e-4ee2-9969-e943c7e7178b,2024-04-02 06:43:54,621.79,028f09e4-51fd-4f3f-b0fd-fdc061f7f9d8,3501687322187412,Houston and Sons,"06800 Baker Cove Suite 191
East Steven, AR 51285",0
78adc52c-48b6-43a9-a905-c15a3d14ec39,2024-02-11 12:58:04,710.0,9ab5ca15-e2b7-4fd6-a28d-44fa5ce13fd3,180067341369800,Gonzalez Ltd,"0666 Mendoza Squares
North Gregory, PR 63689",0
13aec39b-fd26-4b42-bafb-9b8cc2bee7f6,2024-04-14 07:45:30,461.02,c37dc287-1c64-4665-95a2-a7d76348a9ba,30591288844493,Dennis and Sons,"0021 Rios Rapids
North Pamelaville, WV 11542",0
b94e4cb8-e3f0-404b-8ed2-96240a738704,2024-05-07 03:51:29,506.79,6cda2960-752e-4797-9997-62bd19c71743,4642720612238708,"Robinson, Stanley and Weber","2567 Christine Cliff Suite 605
Heatherborough, KS 50193",0
b3932779-b869-468c-a639-7909c7845792,2024-03-22 21:49:25,70.98,b2e99087-12c9-4848-abf5-5da5e0904424,3510108108077429,Sims-Gordon,"051 Amber Prairie Apt. 858
Lake Jennashire, NC 14721",0
a454ea72-9ee0-479f-b32f-463feaee6aaf,2024-02-12 01:09:39,156.99,d79e740d-7774-4cfe-999e-aabdee78867c,2702300352780044,Greene-Jenkins,"997 Austin Ways
Harrisonfurt, VT 48752",0
650fda98-2d5d-4f90-bdf1-e2b050d9b2ca,2024-02-21 12:46:02,680.51,ae2bf6ed-05cd-4d70-8bcc-9f2f528a3ea6,341943290540581,Walls-Brady,"91169 Jones Key Apt. 144
New Victoriaburgh, NH 28617",0
ac65d52e-1ad1-4102-8ef9-66dcbdc29be1,2024-05-03 12:10:59,538.12,2bfb13e8-324c-4260-9f50-e8d8462b6595,4627172935037327181,"Ryan, Martinez and Brown","76950 Mary Mountain
New Larryfort, ME 33423",0
b71b22fd-022f-45a4-82d3-fe315711d925,2024-07-02 07:40:18,683.58,7f92cde8-0d09-463b-ad5d-d5078d6bd9f8,3569721163154022,"Brown, Zamora and Dawson","5123 John Pine
Port Matthewfort, AZ 67750",0
5445031b-122a-4880-82df-cf2452ecbd18,2024-03-23 10:50:27,906.76,6bf27f7e-2cfa-42cf-93b2-717c639b96ab,3554767067688976,"Fisher, Mcguire and Mclaughlin","308 Brandon Passage Apt. 614
Robinside, KS 95565",0
6509b219-855a-4722-bc9b-7f89c20e23b0,2024-03-11 21:08:31,788.0,7aab396c-d98d-4984-8db4-c83ac70d1670,371802186621660,"Larsen, Smith and White","375 Richardson Hollow Suite 712
Port William, OR 38592",0
9bbf7638-d899-405e-a30f-2b492e012ed0,2024-06-11 17:18:28,289.42,997f5211-ce6e-4160-a9e2-19dfa923d8bc,4834724196060528,Jordan-Fitzpatrick,"0451 Patterson Flats
Richardmouth, ND 05680",0
70e05a23-8554-4231-acc4-ac1f9438a360,2024-05-08 15:11:47,773.06,b5b3c7c1-2cc2-47aa-9dfc-1b404cd8a6e5,676337720426,Coleman-Kim,"2993 Crane Throughway
Hamiltonfurt, IL 08890",0
50776aae-f194-4646-8b77-d3af7346e284,2024-05-14 00:50:00,962.83,41f5eb4d-a1d8-4a66-bfa3-9f28870d937f,180092059885672,Boyd-Burke,"3651 Frank Mall
Port Sethport, MS 64743",0
aa1f83dd-9e27-4101-9d85-68ff49b12507,2024-05-15 04:43:34,400.01,12f00358-7e90-417b-a3f8-b0943b6531f9,4054027988580397212,Montoya-Santiago,"650 Daniel Circles Apt. 704
East Ronaldhaven, MO 48074",0
de5a4c7f-1720-4e9a-910b-caf8b62b5dba,2024-02-11 09:35:14,338.3,bd36c33b-cc0d-4b37-a9cb-2a4a072ff1be,3596963060238220,Young Group,"1351 Tyler Greens Apt. 762
Emilyton, PA 29114",0
